LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
"울산 앤마이홈 게스트하우스","울산광역시","중구","울산광역시 중구 옥골샘6길 9-1","['없음']"
"울산 달빛은하수 게스트하우스","울산광역시","남구","울산광역시 남구 신정로203번길 69","['없음']"
"울산 수연이네 한옥스테이","울산광역시","중구","울산광역시 중구 새즈믄해거리 47","['없음']"
"인천공항 드림트립 게스트하우스","인천광역시","중구","인천 중구 화랑목로 40-10 (운서동)","['없음']"
"인천공항 코인 게스트하우스","인천광역시","중구","인천광역시 중구 화랑목로100번길 31 (운서동)","['없음']"
"인천공항 미스터김 게스트하우스","인천광역시","중구","인천광역시 중구 모랫말로 6-9 (운서동)","['없음']"
"인천 장락재 한옥스테이","인천광역시","강화군","인천광역시 강화군 화도면 마니산로606번길 16-4","['없음']"
"강화도 조운돌담사이로 한옥(독채)","인천광역시","강화군","인천광역시 강화군 하점면 고려산로377번길 21","['애견동반']"
"영흥 소나무숲민박","인천광역시","옹진군","인천광역시 옹진군 영흥면 영흥로685번길 72","['없음']"
"강화도 솔로몬독채","인천광역시","강화군","인천광역시 강화군 화도면 해안남로 1953","['없음']"
"강화도 보나의언덕","인천광역시","강화군","인천광역시 강화군 내가면 황청포구로443번길 90-21","['없음']"
"인천 로버게스트하우스","인천광역시","중구","인천광역시 중구 신포로23번길 62","['없음']"
"인천공항 더블유 게스트하우스","인천광역시","중구","인천광역시 중구 모랫말로 6-3","['없음']"
"인천 시우재 한옥스테이","인천광역시","연수구","인천광역시 연수구 동곡재로 74-33","['없음']"
"인천 청라 게스트하우스 에쿠","인천광역시","서구","인천광역시 서구 청라커낼로 367","['애견동반']"
"인천 숭의역 아이클래스 레지던스","인천광역시","미추홀구","인천광역시 미추홀구 아암대로 15","['없음']"
"영종도 디오션스테이","인천광역시","중구","인천광역시 중구 영종진광장로 32 (오션 솔레뷰)","['없음']"
"인천 영종도 블루밍하우스","인천광역시","중구","인천광역시 중구 미단행복로 69","['없음']"
"인천 위홈 게스트하우스","인천광역시","중구","인천광역시 중구 흰바위로92번길 5-14","['없음']"
"인천공항 레인부츠 게스트하우스","인천광역시","중구","인천광역시 중구 화랑목로 40-16","['없음']"
"순천 게스트하우스 느림","전라남도","순천시","전라남도 순천시 강변로 669 (풍덕동)","['없음']"
"백패커스인여수 게스트하우스","전라남도","여수시","전라남도 여수시 공화남2길 14","['없음']"
"여수 벨루가 게스트하우스","전라남도","여수시","전라남도 여수시 공화북4길 2 (공화동)","['없음']"
"여수 그린 게스트하우스","전라남도","여수시","전라남도 여수시 서교3길 6 (서교동)","['없음']"
"여수 모이리 게스트하우스","전라남도","여수시","전라남도 여수시 봉산남6길 11-17","['없음']"
"구례 노고단 게스트하우스","전라남도","구례군","전남 구례군 산동면 하관1길 40","['없음']"
"여수 지인 호스텔","전라남도","여수시","전라남도 여수시 돌산읍 강남2길 42-2","['없음']"
"여수 스페이스 게스트하우스","전라남도","여수시","전라남도 여수시 성산1길 31","['없음']"
"여수 도도27 게스트하우스","전라남도","여수시","전라남도 여수시 종고산길 27","['없음']"
"여수 폴로니아 게스트하우스 & 호스텔","전라남도","여수시","전라남도 여수시 동문로 139","['없음']"
"순천 24게스트하우스 인호텔","전라남도","순천시","전남 순천시 역전광장3길 44 (조곡동)","['없음']"
"여수 다담 스테이","전라남도","여수시","전남 여수시 공화남2길 15-1 (공화동)","['없음']"
"24게스트하우스 여수점","전라남도","여수시","전라남도 여수시 공화남3길 19 (공화동)","['없음']"
"목포 수다방 게스트하우스","전라남도","목포시","전라남도 목포시 마인계터로40번길 2-14 (죽동)","['없음']"
"여수 빅오쇼 게스트하우스","전라남도","여수시","전라남도 여수시 공화북5길 8 (공화동)","['없음']"
"여수 쉼 게스트하우스","전라남도","여수시","전라남도 여수시 소호6길 7-9 (소호동)","['없음']"
"완도네시아 게스트하우스","전라남도","완도군","전라남도 완도군 완도읍 장보고대로 262","['없음']"
"여수 인 호스텔","전라남도","여수시","전라남도 여수시 공화남2길 16-1 (공화동)","['없음']"
"여수 테디베어스 게스트하우스","전라남도","여수시","전라남도 여수시 동문로 18 (고소동)","['없음']"
"여수 온다도로 호스텔","전라남도","여수시","전라남도 여수시 소호1길 44 (소호동)","['없음']"
"여수 정 게스트하우스","전라남도","여수시","전라남도 여수시 좌수영로 42-4 (서교동)","['없음']"
"여수 기차와바다 게스트하우스","전라남도","여수시","전라남도 여수시 동문로 147-1 (공화동)","['없음']"
"목포 올레 게스트하우스","전라남도","목포시","전라남도 목포시 열린길 18 (죽교동)","['없음']"
"목포 설레임 게스트하우스","전라남도","목포시","전라남도 목포시 달성길27번길 5 (죽교동)","['없음']"
"순천 아트앤스테이 호스텔","전라남도","순천시","전라남도 순천시 팔마로 126 (조곡동)","['없음']"
"목포 좋은집 게스트하우스","전라남도","목포시","전라남도 목포시 마인계터로40번길 2-15 (죽동)","['없음']"
"목포 측후동19번지 게스트하우스","전라남도","목포시","전라남도 목포시 노적봉길 33","['없음']"
"담양 망인당 고택","전라남도","담양군","전라남도 담양군 대덕면 대소산길 38-5","['애견동반']"
"여수 감성숙소 아리하우스","전라남도","여수시","전라남도 여수시 종고산길 25","['없음']"
"담양 살구나무 한옥민박","전라남도","담양군","전라남도 담양군 대덕면 무월길 17-19","['없음']"
"곡성 품안의 밤","전라남도","곡성군","전라남도 곡성군 곡성읍 묘천2길 11-4","['없음']"
"담양 ㄱ정자가있는 우리한옥민박","전라남도","담양군","전라남도 담양군 창평면 동산한옥길 77","['없음']"
"해남 무선동 한옥마을 제비","전라남도","해남군","전라남도 해남군 삼산면 민박촌길 50","['없음']"
"순천 하울당","전라남도","순천시","전라남도 순천시 대대1길 36","['없음']"
"장성 소유민박","전라남도","장성군","전라남도 장성군 북일면 북부1길 7","['없음']"
"나주 누마루 한옥스테이","전라남도","나주시","전라남도 나주시 다시면 신광로 282-78","['없음']"
"목포 선유화길","전라남도","목포시","전라남도 목포시 만호로 24-4","['없음']"
"신안 클라라한옥민박","전라남도","신안군","전라남도 신안군 압해읍 무지개길 408-4","['없음']"
"보성 벌교 비즈니스 호텔","전라남도","보성군","전라남도 보성군 벌교읍 조정래길 47-4","['없음']"
"여수 정원이예쁜 독채","전라남도","여수시","전라남도 여수시 학동서4길 39","['없음']"
"여수 나의사계","전라남도","여수시","전라남도 여수시 공화남2길 18","['없음']"
"여수 쏘타컬렉션 더 여수","전라남도","여수시","전라남도 여수시 국동남6길 49-10","['없음']"
"무안 어니언스테이","전라남도","무안군","전라남도 무안군 일로읍 삼천길 12","['없음']"
"여수 웅천 퍼스트 바이 쏘타","전라남도","여수시","전라남도 여수시 웅천남1로 52","['없음']"
"여수 드래곤수 더 여수","전라남도","여수시","전라남도 여수시 국동남6길 49-10","['없음']"
"신안 금송재 한옥 호텔","전라남도","신안군","전라남도 신안군 압해읍 무지개길 408","['없음']"
"완도 조약도 한옥스테이","전라남도","완도군","전라남도 완도군 약산면 구암길 80","['없음']"
"여수 오길호스텔","전라남도","여수시","전라남도 여수시 공화북5길 10","['없음']"
"목포 달빛언덕 게스트하우스","전라남도","목포시","전라남도 목포시 영산로 57-1","['없음']"
"구례 후니 호스텔&게스트하우스","전라남도","구례군","전라남도 구례군 토지면 섬진강대로 4220","['없음']"
"순천 바구니 호스텔","전라남도","순천시","전라남도 순천시 역전2길 4","['없음']"
"순천 캐슬 호스텔","전라남도","순천시","전라남도 순천시 상풍길 37","['없음']"
"여수 휴앤고 가족형 호스텔","전라남도","여수시","전라남도 여수시 동문로 94","['없음']"
"진도 브라운하우스","전라남도","진도군","전라남도 진도군 임회면 폐동길 81","['애견동반']"
"여수 바다야 게스트하우스&호스텔","전라남도","여수시","전라남도 여수시 교동시장4길 3","['없음']"
"리인목포 게스트하우스","전라남도","목포시","전라남도 목포시 마인계터로38번길 6","['없음']"
"목포 백년 한옥스테이","전라남도","목포시","전라남도 목포시 북교길 31","['없음']"
"순천 길스테이 게스트하우스","전라남도","순천시","전라남도 순천시 장천1길 13-9","['없음']"
"여수 별당더품고 호스텔","전라남도","여수시","전라남도 여수시 한재로 118","['없음']"
"여수 아모르 호스텔","전라남도","여수시","전라남도 여수시 이순신광장로 191","['없음']"
"목포 등대 게스트하우스","전라남도","목포시","전라남도 목포시 노적봉길 6","['없음']"
"목포 달꾸메 게스트하우스","전라남도","목포시","전라남도 목포시 마인계터로38번길 13","['없음']"
"순천 도요새 한옥스테이","전라남도","순천시","전라남도 순천시 순천만길 466","['없음']"
"순천 사계절해오름 한옥스테이","전라남도","순천시","전라남도 순천시 낙안면 조정래길 786-4","['없음']"
"순천 현우당 한옥스테이","전라남도","순천시","전라남도 순천시 대대1길 9-19","['없음']"
"해남 또하르네 민박","전라남도","해남군","전라남도 해남군 삼산면 민박촌길 67","['없음']"
"여수 오동도 펜션&게스트하우스 본관","전라남도","여수시","전라남도 여수시 하멜로 78","['없음']"
"여수 오동도 펜션&게스트하우스 신관","전라남도","여수시","전라남도 여수시 하멜로 74","['없음']"
